actor,country,description,genre,language,link_image,original_title,public,score,time,title,trailer_page_url,trailer_video,year
"Clark Gable,Claudette Colbert,Walter Connolly",United States,"A renegade reporter trailing a young runaway heiress for a big story joins her on a bus heading from Florida to New York, and they end up stuck with each other when the bus leaves them behin...","Comedy,Romance",English,"https://m.media-amazon.com/images/M/MV5BYzJmMWE5NjAtNWMyZS00NmFiLWIwMDgtZDE2NzczYWFhNzIzXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX190_CR0,2,190,281_.jpg",Night Bus,Passed,8.1,105,It Happened One Night,https://www.imdb.com/video/vi3410886681/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi3410886681/1434659607842-pgv4ql-1616199160937.mp4?Expires=1682016083&Signature=MdEydYDiothmzAhjx~jfknEgfJvZt2va-AOJPJ-O3V~f4BTIQPLUdNi~8RI1I-5gkuIzL7G9Ix879vFbHz3~MqgwU1MCp7BgOhInRIMT0~RrOENAWYipacXlvI4m1fkoEV~WVacy0-zVzXiVx9ySlrgI8d5KoVs02p0odmHsBVjBJyN6XxDZVy~60NTqBUUlyd1wAYIYuJzXeiYqdlwQdNDqUpN68I0~Y04e2V4DHgXLC4cXxjpttsVymSh4ielgn7~5fRGZ8Q7~1XhKqkLvngGwvcbFXn3kVdeCHY2cvl-9ZrBDVxo-ArFTvdvNUJ0qjVcJXv7XhOhFGOhn0PdGAA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,1934
"Mary McDonnell,Graham Greene,Kevin Costner","United States,United Kingdom","Lieutenant John Dunbar, assigned to a remote western Civil War outpost, finds himself engaging with a neighbouring Sioux settlement, causing him to question his own purpose.","Adventure,Drama,Western","English,Sioux,Pawnee","https://m.media-amazon.com/images/M/MV5BMTY3OTI5NDczN15BMl5BanBnXkFtZTcwNDA0NDY3Mw@@._V1_QL75_UX190_CR0,2,190,281_.jpg",Khiêu Vũ Với Bầy Sói,PG-13,8.0,181,Dances with Wolves,https://www.imdb.com/video/vi2341967897/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi2341967897/1434659607842-pgv4ql-1564518027690.mp4?Expires=1682016073&Signature=c8K0IdgqgzmTFHv1omRsdDqfWM~dnzPS0XQh4Sgm~rIgoT~XcLBXT2Hyv-w0OI9vgk~yhfl6ePLf8UIgQrqXsKaf3PhTneU9PfFMgPfHguQInn8Omf9cTd~W~dbgAyRar2Xnt3AHoNc3Eosrb82IdvVRcav-4qYgxbpZET2HP73FNIKwUwh1S570JMZDt7BsYuUV4hY8-d2aYRAj~dUQ60S~NvVstdqbZpJw46Wc9K7uLKqapVRaz7sLEbwRYfeMlppV68d3JcJ1VRnLhgF3IE5ginpWAbZbULc84tp94OXwRk8q-QGrWukT7sEirmhe97RV3G1zdoBjvLEVjRvRAw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,1990
"Yuriy Solomin,Maksim Munzuk,Mikhail Bychkov","Soviet Union,Japan",The Russian army sends an explorer on an expedition to the snowy Siberian wilderness where he makes friends with a seasoned local hunter.,"Adventure,Biography,Drama","Russian,Chinese","https://m.media-amazon.com/images/M/MV5BM2MwZWNkZTktOWIxNS00ZWQ0LTg3ZDEtYTRlZDFmMWVjMjVmXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_QL75_UX190_CR0,2,190,281_.jpg","Uzala, der Kirgise",G,8.2,142,Dersu Uzala,https://www.imdb.com/video/vi3516989721/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi3516989721/1434659607842-pgv4ql-1563909342676.mp4?Expires=1682016076&Signature=kPNOM32o1grHmAvP2QJe6kfi2wx7u7XCzCF5mD6rMtdd4v3khBfAviY-0V2lUe71y2LmE3-cIBlHtbyF2iL~fOy~TjkqVBbqUfz7Am1G4rQnYjkMCAZg5QI9Y59~h2q0MBpYl42XgyGliUjFuxTye1wvPHNOkCCwsoIB1SqIwY-vPKmq9UWkVljsMPCTQm1Q-bDmn0IDp8i7erItG97P3yITtqlcPlsfiU5eqs1qfGklrO4CudZMjy2Shbw29ORjWReHH6qg3y8AVpIUUagc2KQ7UeennBU5dgpcB2PfWT3c~dry85etvVTszT-8gi7izRNThcLG4EgKyEkL7NsoRA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,1975
"Robin Williams,Scott Weinger,Linda Larkin","United States,Japan",A kindhearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.,"Animation,Adventure,Comedy",English,"https://m.media-amazon.com/images/M/MV5BZTg5ZTVmM2EtZjdhZC00MzBjLWEwZTYtNWIwZDczYzZkMzA4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,6,190,281_.jpg",Alovuddin,G,8.0,90,Aladdin,https://www.imdb.com/video/vi677035801/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi677035801/1434659607842-pgv4ql-1580848356336.mp4?Expires=1682016077&Signature=mkgnAdsyfYYeSA3TwdQXsZGPK9QWRmw3SrE1td-Z730yVVIZ9X1JtIc9VSGXY8ON8O8LuJgx0PtijIKcbqj2EPwmxJzKg~x1Xr2zWzAsve80KX56OPfhJvOnRkbZl8AnmYtfQ4DhxKLswz0IP0Ca7w4gq38QR4iPvpl11XA6UE1LNPBu9t01Rf9iRjTizpQSfztT3cSIdg6tElify1M-SD8FtAC6cNiBjwXu4KEgdSXB~miSrh4gvE7mUL9jYrBFFYPJkvQe7iq~rNGbu-J9daVda7N8IMCTF3oHP7PjzqIbeXF~85BUps0S5xt-PJ5jyrTJjT8i5PWydtGnyY88zw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,1992
"Gael García Bernal,Goya Toledo,Emilio Echevarría",Mexico,"A horrific car accident connects three stories, each involving characters dealing with loss, regret, and life's harsh realities, all in the name of love.","Drama,Thriller",Spanish,"https://m.media-amazon.com/images/M/MV5BZjUxNmEwOGItMTBmYi00MWQ1LWExY2MtNDUxMjI0OWM4M2NiXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,1,190,281_.jpg",Amores perros,R,8.1,154,Amores Perros,https://www.imdb.com/video/vi2171189785/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi2171189785/1434659607842-pgv4ql-1550253405802.mp4?Expires=1682016089&Signature=lhIilCLXUXF4OfCZ5~4u8AoncgCWt0r4oxmD0SyN4cuJl8fqwEqRRE4eJ5PGSHIKj4FAyI9hpK-fWHSdX4GQ2iofNhaiPqxj2DNyxcFtlgGf3llJNOQU~aAOpKkM1TvNqJ~HEN9CCQjTkPHcp8v5fNqkuVU9jiMmMbHwvaGC2v5rV00UO4jWOZNXzKBPQwKB8DFdSd0SLtZdNt8butuEp17bi3-4Lj6vOUbK2ofLrZUZu91OdsNMTcwjbLBjZ2d5c-aM9bKPMAqd~kZ7JPp~I4iP3jsOHQ~Z2EDEK40H~uJn8TDBaLgR0Y0EkWc-CNEaUDSwv5WwTHd-0L3qmXdKpw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,2000
"Octavia Spencer,Emma Stone,Viola Davis","United States,India","An aspiring author during the civil rights movement of the 1960s decides to write a book detailing the African American maids' point of view on the white families for which they work, and th...",Drama,English,"https://m.media-amazon.com/images/M/MV5BMTM5OTMyMjIxOV5BMl5BanBnXkFtZTcwNzU4MjIwNQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",Người Giúp Việc,PG-13,8.1,146,The Help,https://www.imdb.com/video/vi809278745/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi809278745/1434659607842-pgv4ql-1616202569828.mp4?Expires=1682016082&Signature=axj4Av3L~D5Xlv68bv-bKOAOQWrdTO7sgklnzBiAtLiIYyeQc3vt12W1y1VL6qqdIa2VrONdsxU3xjiu3l1qUDyKjk~84kEGVcsLU1d1mvGQvun1nhb6zfPsReISPEMMrD1qXD5yobAA74CMw2VpNLwoDOryKNPaW3IZjTFZ7G8hFkr1otHnMxhUESk7wgsXFqHdiFJhTm-OmDomgwHWlOZd4S9SUjHNbN2yCz7FAx~cQDsDvqAeNk6~aRc7p0g9xU-A4qpxQ8CiRfFj6q0YctEcJqmuTs4r4LseCVTOPF85PTSSRmSrYGVHbT1ervQQJznc7qhUUmwoOp0UhMmI8A__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,2011
"Richard Gere,Cary-Hiroyuki Tagawa,Joan Allen","United Kingdom,United States",A college professor bonds with an abandoned dog he takes into his home.,"Biography,Drama,Family","English,Japanese","https://m.media-amazon.com/images/M/MV5BNzE4NDg5OWMtMzg3NC00ZDRjLTllMDMtZTRjNWZmNjBmMGZlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UY281_CR4,0,190,281_.jpg",Hachiko: A Dog's Story,G,8.1,93,Hachi: A Dog's Tale,https://www.imdb.com/video/vi2296906777/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi2296906777/1434659607842-pgv4ql-1563701881811.mp4?Expires=1682016098&Signature=rcXtVaNSJBfdLnWOESkcWBvVBslWIS6A0jY8s1Fc6PtIFyYRhMK46hbdMCaS2Jl36mrFQZHRKwfqcKALQUKbvz4OZ3orDN0tsSlHeVBScLPI~zW2cW8mkigj8d7-TzZap6ymSyxEDxAv9T0pZihiemcY9m~BCxJEmm4rPhiZj-amhx5M-Ob365q2aAUBVpcFpM-0LOMRz94YO-tvTOOBGg67YtvCJojvFQ3BBOapx-ibCEzVeXg6S1yb9SfqxSuJDrwZ7KKLpcWbNPMcN8UT7LDxdwZm2iGpZKppXwwFDV3RkjnP8LMdWNykCzxFwjg1355GUsPXwzbWe69wjaXOJw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,2009
"Margaretha Krook,Bibi Andersson,Liv Ullmann",Sweden,A nurse is put in charge of a mute actress and finds that their personae are melding together.,"Drama,Thriller","Swedish,English","https://m.media-amazon.com/images/M/MV5BYmFlOTcxMWUtZTMzMi00NWIyLTkwOTEtNjIxNmViNzc2Yzc1XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,4,190,281_.jpg",Персона,Not Rated,8.1,83,Persona,https://www.imdb.com/video/vi1884797977/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi1884797977/1434659607842-pgv4ql-1564852418346.mp4?Expires=1682016080&Signature=WxVUkGgF2ad-ksLzQBo3w1hmpRnAp33byslXcH6xXhLB7PV~dwMprN6udu34EFMFt7HI6n9PnziieIj54cqiZI7yyhrYtfG5TcHe99kmLuOrnBvi0u6DvyXVmD6-NxyDYGCMWbGsIpIbSZL-Rv-RMspLzuNq7vHU5fX-ZBe-ao9ZBgXoTZubs9Ir3rSgOItCGCz-YqwJGyPyBxzUe3GKEepPKd08GVa18cigqIKH1pl1gdJohi-PZNB7FT637SHXmuT46~xh8VxmU~5IUWRBHHUAHcGUz963QXvOcwiJkoQynmV88iozSaNyU-rvvtDJLOexQ5h3lAfXqgPCg2IaZA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,1966
"Harry Connick Jr.,Eli Marienthal,Jennifer Aniston","United States,Denmark",A young boy befriends a giant robot from outer space that a paranoid government agent wants to destroy.,"Animation,Action,Adventure",English,"https://m.media-amazon.com/images/M/MV5BYzBjZTNkMzQtZmNkOC00Yzk0LTljMjktZjk3YWVlZjY3NTk2XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_QL75_UX190_CR0,0,190,281_.jpg",Người Máy Khổng Lồ,PG,8.1,86,The Iron Giant,https://www.imdb.com/video/vi1865921305/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi1865921305/1434659607842-pgv4ql-1606954026827.mp4?Expires=1682016078&Signature=SZypiXNxj80mFBmGJYZlmxiIxgXK0o5WrU-HWNWapVokLIQ4AVLLCcC16Zn2UQPDJ5eDWgCKA8~VsL~R6TxWbmh2YG-nShi0XdezNxF9XIBb-ILXyaZOvIGB0ns7hbkjOjCkuqdM7F6r68O0OaembsIcM1xZ0adoDqwEze6zGHLsewWC-41eWagzFhZSwnk1spHZdqiF~9tElYuYFauKH1j6fks19ij1KntdP8wH~mcs~y6aF7LVlLeoXsugoGxG2Hxwk6b8yOOnxTIhw0U55WOAKozlDoFlekBcOh2QlXVrPC793xpK7cInw8t~ctjb0SOdGRb97c1zsqwI~BmGkA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,1999
"Kanu Bannerjee,Karuna Bannerjee,Subir Banerjee",India,"Impoverished priest Harihar Ray, dreaming of a better life for himself and his family, leaves his rural Bengal village in search of work.",Drama,Bengali,"https://m.media-amazon.com/images/M/MV5BMmFkNDY5OTktNzY3Yy00OTFlLThhNjktOTRhMmZjZmIxYjAxXkEyXkFqcGdeQXVyNTgyNTA4MjM@._V1_QL75_UX190_CR0,2,190,281_.jpg",Pather Panchali: Song of the Little Road,Not Rated,8.2,125,Pather Panchali,https://www.imdb.com/video/vi3114774553/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi3114774553/1401497881123-xszl4z-1430514845919.mp4?Expires=1682016094&Signature=KhpjzFsAci3AxJ3M0p19ea301naNmVJQYn-O6v~8K03N8VYeV~b~HGm-RkJlh3Ob~SHymhW5sbLEuDOb0dHUKlS1QNBpcy1SlI6ufu6L0f~1pa2V8oMf7VX9UZa4RR2KQKHCUevArPCX-9VQ94hHMNTfetW0Ew3ybHFk4764akVtaCUBhXBuerlVZ6ujzrU9hq5w7MeIDn84a5cwiqjg8i6PHqC4Gcbc~yiuca7iu~LSFdHciDyDK5nsEmLzZO0t3JtqEDgFZIzbr-UFXMm16o8s1JdEXwkLBCisnq1ThBOB0yoYowQCqo1EWnbk9dLUuNYwIezFWfqaJJbgFRLsOQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,1955
"Jean Martin,Brahim Hadjadj,Yacef Saadi","Italy,Algeria","In the 1950s, fear and violence escalate as the people of Algiers fight for independence from the French government.","Drama,War","Arabic,French,English","https://m.media-amazon.com/images/M/MV5BN2M4YTA4ZTEtN2EyNy00YTlmLWE4YzYtYjYyYjRkMWM4ZDM0XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,4,190,281_.jpg",Alžirska bitka,Not Rated,8.1,121,The Battle of Algiers,https://www.imdb.com/video/vi1365680665/?ref_=tt_vi_i_1,https://imdb-video-wab.media-imdb.com/vi1365680665/MV5BMjM1NDE5OTY5OV5BMTFeQW1wNF5BbWU4MDEwODEwOTIx.mp4?Expires=1682016097&Signature=Jv8Jtur4IySeAkZlZneXCYvtTs49H0NhOSbqnarETiYBFs707qJSJc72MgT6jSVjJwxLEGIrvGs7TnsxQy-GtR6ADcsR5J-9qUZeOOzy9VOdmqBm~nIq4jDepInW0OKBE5z8OMujfrgSEPCHpmEB9-Ti9u1o8xJA2HXCEeV722EYZ5NjJz87vA3tCglhq7wpALfLd2ixhCBB0tSIxu~c7BzAMCRrmpgyoP11uTm9FqW0Fugq9BPiS1ahNSmroIuGTw5MJ87rxGyeJNzbR7TPhRvo8W6XSA9sU9VUeSXx5yU--UCsW7DIwPGmZ6WgV0ZFBlBK0H2YecOlPXroYwpkeQ__&Key-Pair-Id=APKAJLOTGGE6P3RA3PTA,1966
"Albert Rémy,Jean-Pierre Léaud,Claire Maurier",France,"A young boy, left without attention, delves into a life of petty crime.","Crime,Drama","French,English","https://m.media-amazon.com/images/M/MV5BYTQ4MjA4NmYtYjRhNi00MTEwLTg0NjgtNjk3ODJlZGU4NjRkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UY281_CR11,0,190,281_.jpg",The Four Hundred Blows,Not Rated,8.1,99,The 400 Blows,https://www.imdb.com/video/vi3485646617/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi3485646617/1434659607842-pgv4ql-1573841104248.mp4?Expires=1682016088&Signature=uCjHlfg9-p2nXTzG93iw~ilXhf00Z-TpEeiimOrKhY3ardNp1wT2etXs28r77plQM1IxRXwhIkAfpTHBnKtOnqxMYNT1PeZh0SMddd5wdz-gdqoFa-gSu~jvhrSWqa5bVTYxBuo6GxiF42ZL4y4knocyecUqNPsGaGvgxvnLeAm~01SW~A8Gv3agqLozxeuSc1D1LOSNxqRc~v9w7UB4HlhoVeGCuuLVEubLSKoBUALxgPP4qOAXLpVDVlgHuuKEsvo3iOE4nJzOmO4zKm3inCQlGOkKNj1LGfGO3w8yUuM5-AAaBU5i4~sA2AUJfonUNetG8BRwc6IiqluEDoeMfg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,1959
"Geoffrey Rush,Orlando Bloom,Johnny Depp",United States,"Blacksmith Will Turner teams up with eccentric pirate ""Captain"" Jack Sparrow to save his love, the governor's daughter, from Jack's former pirate allies, who are now undead.","Action,Adventure,Fantasy",English,"https://m.media-amazon.com/images/M/MV5BNGYyZGM5MGMtYTY2Ni00M2Y1LWIzNjQtYWUzM2VlNGVhMDNhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX190_CR0,1,190,281_.jpg",Pirates of the Caribbean,PG-13,8.1,143,Pirates of the Caribbean: The Curse of the Black Pearl,https://www.imdb.com/video/vi2529559321/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi2529559321/1434659607842-pgv4ql-1564560711742.mp4?Expires=1682016096&Signature=aFKkOdwGLCG~vRtj1sRc~8UYfuJUg8wluvLfYKUyxzCZwY2tHtHKTGh3ruNJG1Z2Ao2EdzmT4doNVjU-sUvp2WnzAb0QkxOi7BvCNdQzcuQOz5LoGpqPMFg-FBD3hoEyYqdNasGrBnlZ-7lDXhjnayeeQkrCPiHNQtp2g3aTfbwsuAwkS9SKSWGies5tfGu-CYuJf1a5f6RGR8jD95TbGXNM-fJRvFbg9Vq0~vG5EkA2u3Cn6~UXmilTGyiRD2YYGIdMSFzBqs9RJ8MbaWl7ll0pTUMV1UZxFKjVsWGHbZU~7Iyd4wGSYx4rWooSX9C-ipxFs78QKqQdX6foQUT7lw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,2003
"George Sanders,Joan Fontaine,Laurence Olivier",United States,A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding being intimidated by his first wife's spectral presence.,"Drama,Film-Noir,Mystery","English,French","https://m.media-amazon.com/images/M/MV5BYTcxYWExOTMtMWFmYy00ZjgzLWI0YjktNWEzYzJkZTg0NDdmL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UY281_CR3,0,190,281_.jpg",Ребекка,Approved,8.1,130,Rebecca,https://www.imdb.com/video/vi110100761/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi110100761/1434659607842-pgv4ql-1564571327257.mp4?Expires=1682016093&Signature=Q140fa9x~K0bcqtrJDEJqnZcIdAUHvGDi~eFc5NH-UywqviyXJqedpULkfpTwCQvbXFjnqlNrW~FxwFqFOtPkKiLzHElgfxgpYHD1uilKNFAhho8WpH7guZ1cKuNZzupOxWig-7JNIRpttlgCkmjGFaa8~Ii~j0lFvCaYF-bY~j09O92wJXtORL6KIMZWJjb6jCYufmv5eWWX1lZFl5RAkL5fhs64hbZj0AGNEhzGXTm4ytSwU1eKo~hAntBLPoZmSpNy1wQT-hyUrbikqqJ6R83pXblwMdeCK2upKAkS-rRmqR45aa23Bwiqrr8r6Of~8fGorNwwi8pg87nqIntLQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,1940
"Cho Jin-woong,Ha Jung-woo,Kim Min-hee",South Korea,"A woman is hired as a handmaiden to a Japanese heiress, but secretly she is involved in a plot to defraud her.","Drama,Romance,Thriller","Korean,Japanese","https://m.media-amazon.com/images/M/MV5BNDJhYTk2MTctZmVmOS00OTViLTgxNjQtMzQxOTRiMDdmNGRjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UY281_CR3,0,190,281_.jpg",Người Hầu Gái,Not Rated,8.1,145,The Handmaiden,https://www.imdb.com/video/vi3452614681/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi3452614681/1434659607842-pgv4ql-1564020645437.mp4?Expires=1682016084&Signature=rulgrM7A~o8Vdpd81gIKghR6VYXIiixB4VNS2wbbJNl89IkG2RuOePCToSWjskILPY43VQSaiU6fkZABQKETBzTeV68aGpSqUGrz2tfZac5rUjFa0XzagBO8UjrFWSagoY90LOBul1-OoX2QfGb3dSF5aG~8VZMIeO6qnok8EpCE~3zw-pu-WXwgKFILaWzF9EJV2mdbOE-KQvaYgAgRl49GszlNCBxEIL0hj1lKy-4nkozdRdiPpZrhZ3W~Vm1~3~5wx~HgIf4vzFuni~JaH8tfn0GsoKnZgqK7PLiPyG8fsTNtux8yxX1MW0lTiB1IOSgO4AlGyu3erI-AX5~kww__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,2016
"Buster Keaton,Kathryn McGuire,Joe Keaton",United States,"A film projectionist longs to be a detective, and puts his meagre skills to work when he is framed by a rival for stealing his girlfriend's father's pocketwatch.","Action,Comedy,Romance","None,English","https://m.media-amazon.com/images/M/MV5BZWFhOGU5NDctY2Q3YS00Y2VlLWI1NzEtZmIwY2ZiZjY4OTA2XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_QL75_UX190_CR0,9,190,281_.jpg",The Misfit,Passed,8.2,45,Sherlock Jr.,https://www.imdb.com/video/vi2465709081/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi2465709081/1434659607842-pgv4ql-1556718388082.mp4?Expires=1682016126&Signature=Ak4oyG7I5KiDzbZgpn6eeVA78r25F8FES4HPGcBJybEvxcnyWlv~sXaQdGpM6htTzz1bvltGzepVecpzBc9kV2xxtjUNVPRl~Q1AtAraFGF97-sbSYiqP2l41mEdE6TrbJ415wO9Ntv6FsN-JvOGAw~T6PtIjH~fF-pB~uc3ENo~-tmUmFPpKlw8rnqRcaKMUN~vpccp2K68X8XocsbjlCwrkHkG26fH7rnVDOE7cz~ocuzdxuSo7eOdtihxmUSA-r6B2u9UgIz3kUv1ayCVVYCsReOEJ~I-2Y59YjvOpbjC0Ykivxdj2IiAcIXuvZ-3KTPNBtVTxYGzlquKxFVuCQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,1924
"Darío Grandinetti,María Marull,Mónica Villa","Argentina,Spain,France,United Kingdom",Six short stories that explore the extremities of human behavior involving people in distress.,"Comedy,Drama,Thriller",Spanish,"https://m.media-amazon.com/images/M/MV5BNGQzY2Y0MTgtMDA4OC00NjM3LWI0ZGQtNTJlM2UxZDQxZjI0XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_QL75_UY281_CR6,0,190,281_.jpg",Pasternak,R,8.1,122,Wild Tales,https://www.imdb.com/video/vi3112877081/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi3112877081/1434659607842-pgv4ql-1556112876315.mp4?Expires=1682016131&Signature=UsjqnHBLjFVInJ1s4Pu0FH72IMtPc1e0vlJVbwXE9cPc3U2Xum9WwrgLRsKAtv3nSoEYJj5hIFEBnIJBzjebpOXinmbfbL45BBh~vDSIN1e2ciLmDBrBZzPhkTN3budZFfa9Nsrs5Pn0-~haqBaeHxMf787bpPU6q8xOI1fYCNB74kLlI4RwFhJXo3azTgjRAJMNb~-jgzQ32BjtNfDERBk8GgRXd4YKuufdEIEt8Kw4wsCgyxv7rnj9lu3MAFQtlVUIT4ALk9XEtPVt5xSh1ZjVQG5WKFsSGNlkrKEPI65Y6GZZ5JJ~Y8Kb96EKylER2-gIpeBkl4AWOID07zIGJg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,2014
"Lijo Mol Jose,Suriya,Manikandan K.",India,"When a tribal man is arrested for a case of alleged theft, his wife turns to a human-rights lawyer to help bring justice.","Crime,Drama,Mystery",Tamil,"https://m.media-amazon.com/images/M/MV5BNzFkM2FhMzQtYjUwZi00N2Y3LWFkZWItMmZmMjQxNGQwZmNhXkEyXkFqcGdeQXVyODEyNjEwMDk@._V1_QL75_UY281_CR18,0,190,281_.jpg",Джай Бхім,TV-MA,8.8,164,Jai Bhim,https://www.imdb.com/video/vi713802521/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi713802521/1434659607842-pgv4ql-1635130567029.mp4?Expires=1682016092&Signature=s0xVYRJrsEwRwPfnYGrZzEApX842QUWqO4nLBsQNyyRmb~tqGc9h6yoIJMmibMeEfDmBengjmQlUdKmwt44RGYKCVCjuHMgJEYuE53cIXMnCyIGMKqRpBiU9DdGv6ilTJiRVkcA0fh-~K~zYGGb-1VgSEE1Tv0P9omY3tC~Q5B7xaKI1sMy5V0pOO7dqWLzMqrGCnLul-X82I66IE8e-m17z2G~9~D8PBPizi5xdqMcGaglyAJJ1Bj7CfNjf44ocKvJRu5u~gUkHkxvvU3TjVxot1NHd9WJrPVOfgqhBIAShFt8se5J5wy~3dgd~JkYrRwJaiB6W99pK29Aj9Q7tzw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,2021
"Song Kang-ho,Roe-ha Kim,Kim Sang-kyung",South Korea,"In a small Korean province in 1986, two detectives struggle with the case of multiple young women being found raped and murdered by an unknown culprit.","Crime,Drama,Mystery","Korean,English","https://m.media-amazon.com/images/M/MV5BOGViNTg4YTktYTQ2Ni00MTU0LTk2NWUtMTI4OTc1YTM0NzQ2XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",Hồi Ức Kẻ Sát Nhân,Not Rated,8.1,132,Memories of Murder,https://www.imdb.com/video/vi3468476697/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi3468476697/1434659607842-pgv4ql-1599680489085.mp4?Expires=1682016135&Signature=s4zFvD-B~QS5BKeYl1ERH0e4I-3Y4zjTt~CsJaU2wbfk5uPFF4dsWseQ-L19yh4vjNbm3Z-2xSYjWY9AtiJJ3EXvIyvMChA7MPaSoRg3hCM1hLD7tteaUZIYjdcGIAS3F4e60-2z9wxAhvX4Elsrg-DKuoBzOnjXtcrFh69VXKSFGZSfgVC4~yPrWIeSeOLM-f3q3uoKPZ7I3K0Iou6sdlg~P2Mav567ljzGYJY~72hi-2Stnhj12RQQ6xIBJhH~GMzJoQIOxM9LW3GfUvXLZ5qr8nJl-JOCg4LtKoFI7Rvzar~V4TD0q9M1oWJJzr2jv5da~XN5J8epgKusjBIeAQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,2003
